Date,Open,High,Low,Close
2020-05-18,1.20829,1.22271,1.208,1.21999
2020-05-19,1.21992,1.22956,1.21843,1.22445
2020-05-20,1.22445,1.22876,1.22223,1.22383
2020-05-21,1.22389,1.22492,1.21859,1.22245
2020-05-22,1.22245,1.22337,1.21619,1.21753
2020-05-25,1.21717,1.22035,1.2164,1.21885
2020-05-26,1.21873,1.23629,1.21864,1.23338
2020-05-27,1.2334,1.23542,1.22057,1.22613
2020-05-28,1.22608,1.23446,1.22342,1.23234
2020-05-29,1.23234,1.23933,1.22911,1.23512
2020-06-01,1.23396,1.25068,1.23277,1.24912
2020-06-02,1.24912,1.25759,1.24786,1.25493
2020-06-03,1.2549,1.26149,1.25469,1.25756
2020-06-04,1.25756,1.26325,1.25009,1.25904
2020-06-05,1.25904,1.27301,1.25833,1.26643
2020-06-08,1.26793,1.27359,1.26282,1.27236
2020-06-09,1.27232,1.27555,1.26183,1.27284
2020-06-10,1.27284,1.2813,1.27068,1.27466
2020-06-11,1.27477,1.27547,1.25866,1.2596
2020-06-12,1.25967,1.26536,1.24739,1.25218
2020-06-15,1.25146,1.26223,1.24543,1.26153
2020-06-16,1.26157,1.26872,1.25551,1.2567
2020-06-17,1.25673,1.25878,1.25114,1.25534
2020-06-18,1.25535,1.25669,1.24028,1.24219
2020-06-19,1.24206,1.24559,1.23445,1.23589
2020-06-22,1.23558,1.24771,1.23358,1.24692
2020-06-23,1.24708,1.25321,1.2433,1.25128
2020-06-24,1.25127,1.25428,1.24151,1.24262
2020-06-25,1.24257,1.24643,1.23899,1.24215
2020-06-26,1.24215,1.24371,1.23147,1.23433
2020-06-29,1.23372,1.23897,1.22518,1.23002
2020-06-30,1.22995,1.24017,1.22579,1.23992
2020-07-01,1.23997,1.24905,1.23596,1.24778
2020-07-02,1.24777,1.25297,1.24565,1.24677
2020-07-03,1.24666,1.24867,1.24387,1.24795
2020-07-06,1.24721,1.25197,1.24703,1.24914
2020-07-07,1.24914,1.25915,1.24628,1.25509
2020-07-08,1.2551,1.26233,1.25089,1.2613
2020-07-09,1.26129,1.26694,1.26006,1.26058
2020-07-10,1.26057,1.26638,1.25674,1.26277
2020-07-13,1.26269,1.26664,1.25507,1.25573
2020-07-14,1.25573,1.25637,1.24803,1.25589
2020-07-15,1.25577,1.26495,1.25577,1.25893
2020-07-16,1.25883,1.26247,1.25204,1.2554
2020-07-17,1.2554,1.25739,1.25119,1.25728
2020-07-20,1.25605,1.26653,1.25185,1.26557
2020-07-21,1.26582,1.27678,1.26505,1.27225
2020-07-22,1.27225,1.27437,1.26441,1.27305
2020-07-23,1.27308,1.27596,1.26731,1.27355
2020-07-24,1.27355,1.28038,1.27181,1.27872
2020-07-27,1.27923,1.29017,1.27855,1.28858
2020-07-28,1.28834,1.29528,1.28389,1.29298
2020-07-29,1.29298,1.30126,1.29121,1.30005
2020-07-30,1.30004,1.3103,1.29455,1.30919
2020-07-31,1.30923,1.31701,1.30818,1.3092
2020-08-03,1.30813,1.31128,1.3005,1.30751
2020-08-04,1.30763,1.31077,1.29816,1.3066
2020-08-05,1.30666,1.31621,1.30578,1.31203
2020-08-06,1.31198,1.31858,1.31158,1.31433
2020-08-07,1.31416,1.31477,1.301,1.30602
2020-08-10,1.30559,1.31033,1.30197,1.30713
